"","ENSAYO","PARCELA","SUBPARC","MEDICION","ANHO","EDAD2","SUPERFICIE","N","NHA","CF","HD","DESCRIPCION","DQ","SDI","AB_NA","AB_NO","AB_ND","AB_Total","ZONA","SDI_perc","AB_Nothofagus","Noth_prop","NA_prop","NO_prop","ND_prop","Dominant","IS"
"28",1,2,3,4,1988,48,500,10,200,5,28.98,"TESTIGO",26.4029668077283,946.814736252482,6.80523112153438,4.14505170831602,0,10.9502828298504,2,0.920304833934243,10.9502828298504,1,0.621466242221924,0.378533757778076,0,"Mixed",NA
"29",1,2,3,5,1991,51,500,10,200,5,30.66,"TESTIGO",27.8671132340614,877.37960625448,7.53006772342611,4.66835955934463,0,12.1984272827707,2,0.852813820819113,12.1984272827707,1,0.617298242541619,0.382701757458381,0,"Mixed",NA
"30",1,2,4,2,1981,41,500,11,220,5,29.2,"TESTIGO",25.8426180773332,1073.50666253131,8.23686323863074,3.30259927708627,0,11.539462515717,2,1.04344950808278,11.539462515717,1,0.713799557597414,0.286200442402586,0,"NA",NA
"31",1,2,4,3,1983,43,500,11,220,5,29.84,"TESTIGO",26.3410498858893,1044.95267578074,8.6006753758797,3.38820767689659,0,11.9888830527763,2,1.01569500550855,11.9888830527763,1,0.717387544612676,0.282612455387324,0,"NA",NA
"32",1,2,4,4,1988,48,500,10,200,5,31.4,"TESTIGO",28.6143339844736,845.22144107213,8.71123440271961,4.15013347987013,0,12.8613678825897,2,0.82155605334402,12.8613678825897,1,0.677317878023837,0.322682121976163,0,"Mixed",NA
"33",1,2,4,5,1991,51,500,10,200,5,33.58,"TESTIGO",30.3618016593219,777.39316521653,9.83547836837317,4.64473478258963,0,14.4802131509628,2,0.755626904000185,14.4802131509628,1,0.679235745070452,0.320764254929548,0,"Mixed",NA
"34",1,3,1,2,1981,41,500,31,620,5,27.5,"20 M2/HA",20.7167923161615,4133.0314055977,8.29851699445744,12.600535434467,0,20.8990524289244,2,4.01731049986457,20.8990524289244,1,0.39707623217272,0.60292376782728,0,"Mixed",NA
"35",1,3,1,3,1983,43,500,31,620,5,28.1,"20 M2/HA",21.0906339096215,4030.025036809,8.63538997470187,13.0247289825179,0,21.6601189572198,2,3.91718821036846,21.6601189572198,1,0.398676941329701,0.601323058670298,0,"Mixed",NA
"36",1,3,1,4,1988,48,500,28,560,5,30.115,"20 M2/HA",22.9824189162297,3224.46530849277,9.1411635662957,14.0899154241487,0,23.2310789904444,2,3.13418337995517,23.2310789904444,1,0.393488549113699,0.606511450886301,0,"Mixed",NA
"37",1,3,1,5,1991,51,500,28,560,5,31.68,"20 M2/HA",24.0823883485718,3018.59577294105,10.1537688280716,15.3542670590446,0,25.5080358871162,2,2.93407799346959,25.5080358871162,1,0.398061570597059,0.601938429402941,0,"Mixed",NA
"38",1,3,2,2,1981,41,500,20,400,5,33.6,"20 M2/HA",25.7410178508932,1962.71086432845,12.2274713068532,8.5887216158328,0,20.816192922686,2,1.90775684713789,20.816192922686,1,0.587401901599758,0.412598098400241,0,"Mixed",NA
"39",1,3,2,3,1983,43,500,20,400,5,34.28,"20 M2/HA",26.109385285755,1923.74679064012,12.5621765881666,8.85406053135499,0,21.4162371195216,2,1.86988373005158,21.4162371195216,1,0.586572539240135,0.413427460759865,0,"Mixed",NA
"40",1,3,2,4,1988,48,500,19,380,5,36.175,"20 M2/HA",28.1531721476228,1643.16798783028,14.1454180397344,9.50986505254875,0,23.6552830922832,2,1.59716086396331,23.6552830922832,1,0.597981346684832,0.402018653315168,0,"Mixed",NA
"41",1,3,2,5,1991,51,500,19,380,5,36.84,"20 M2/HA",29.0000181488147,1575.86316293969,14.9473836865149,10.1524022352673,0,25.0997859217822,2,1.53174050946073,25.0997859217822,1,0.595518373467209,0.404481626532791,0,"Mixed",NA
"42",1,3,3,2,1981,41,500,24,480,5,31,"20 M2/HA",24.8495472795784,2475.36440865359,15.1990252580674,8.08017630503295,0,23.2792015631004,2,2.40605658510282,23.2792015631004,1,0.652901484480432,0.347098515519568,0,"Mixed",NA
"43",1,3,3,3,1983,43,500,24,480,5,31.62,"20 M2/HA",25.3238359390252,2410.1926877706,15.671850660396,8.50446410086352,0,24.1763147612595,2,2.34270960974646,24.1763147612595,1,0.648231577688953,0.351768422311047,0,"Mixed",NA
"44",1,3,3,4,1988,48,500,24,480,5,33.56,"20 M2/HA",27.1896854964494,2180.12501441369,17.9536792346132,9.91648237145058,0,27.8701616060637,2,2.1190836100494,27.8701616060637,1,0.64418999388604,0.35581000611396,0,"Mixed",NA
"45",1,3,3,5,1991,51,500,24,480,5,34.76,"20 M2/HA",28.2786432960753,2062.59636914921,19.2988193789654,10.8484692115599,0,30.1472885905253,2,2.00484565385667,30.1472885905253,1,0.640151080950962,0.359848919049038,0,"Mixed",NA
"46",1,3,4,2,1981,41,500,26,520,5,29.1,"20 M2/HA",23.1670355993497,2960.53014268091,11.8021782013735,10.1174991408859,0,21.9196773422594,2,2.87763814503065,21.9196773422594,1,0.538428463936365,0.461571536063635,0,"Mixed",NA
"47",1,3,4,3,1983,43,500,26,520,5,30.16,"20 M2/HA",23.7686768668346,2855.33075847993,12.2298275013434,10.8431285040488,0,23.0729560053922,2,2.77538424244537,23.0729560053922,1,0.530050310783119,0.469949689216881,0,"Mixed",NA
"48",1,3,4,4,1988,48,500,26,520,5,32.13,"20 M2/HA",25.4581387167852,2591.62477166398,14.128337347739,12.3412104599441,0,26.4695478076831,2,2.51906176972521,26.4695478076831,1,0.533758168080155,0.466241831919845,0,"Mixed",NA
"49",1,3,4,5,1991,51,500,26,520,5,33.36,"20 M2/HA",26.465500038875,2453.51391923559,15.3157511331115,13.290005066187,0,28.6057561992986,2,2.38481788838079,28.6057561992986,1,0.535408014610958,0.464591985389043,0,"Mixed",NA
"50",1,4,1,2,1981,41,500,10,200,5,30.1,"10 M2/HA",27.7925349689444,880.703901813215,5.43691878611884,6.69630474112664,0,12.1332235272455,2,0.856045039298285,12.1332235272455,1,0.44810175745218,0.55189824254782,0,"Mixed",NA
"51",1,4,1,3,1983,43,500,10,200,5,31.1,"10 M2/HA",28.5271099132036,848.870748214421,5.73607694655692,7.04700072904687,0,12.7830776756038,2,0.825103183394883,12.7830776756038,1,0.448724250303516,0.551275749696484,0,"Mixed",NA
"52",1,4,1,4,1988,48,500,10,200,5,33.4625,"10 M2/HA",30.953029688142,756.521082808256,6.49135116339726,8.55829210030274,0,15.0496432637,2,0.735339219832279,15.0496432637,1,0.431329238152409,0.568670761847591,0,"Mixed",NA
"53",1,4,1,5,1991,51,500,10,200,5,35.52,"10 M2/HA",32.8973251192251,694.199538542428,7.46189516284321,9.53779675648227,0,16.9996919193255,2,0.674762618888044,16.9996919193255,1,0.438942964275748,0.561057035724252,0,"Mixed",NA
"54",1,4,2,2,1981,41,500,8,160,5,33.4,"10 M2/HA",31.0136058851595,603.549331757192,4.4331799332969,7.65370510230813,0,12.086885035605,2,0.586650530738895,12.086885035605,1,0.366776048604568,0.633223951395432,0,"Mixed",NA
"55",1,4,2,3,1983,43,500,8,160,5,34.36,"10 M2/HA",31.8664008008435,580.881811693169,4.63017350064025,8.13056745119653,0,12.7607409518368,2,0.564617679443414,12.7607409518368,1,0.362845191992851,0.637154808007149,0,"Mixed",NA
"56",1,4,2,4,1988,48,500,8,160,5,36.555,"10 M2/HA",34.0395929282174,529.242853250942,5.39254378988688,9.16803301921323,0,14.5605768091001,2,0.514424562190285,14.5605768091001,1,0.370352346654058,0.629647653345942,0,"Mixed",NA
"57",1,4,2,5,1991,51,500,8,160,5,37.74,"10 M2/HA",35.1642041001926,505.514817520309,5.71773004545996,9.82085425457071,0,15.5385843000307,2,0.491360888647245,15.5385843000307,1,0.367969818553462,0.632030181446538,0,"Mixed",NA
"58",1,4,3,2,1981,41,500,12,240,5,30,"10 M2/HA",25.6584131751491,1182.98026959004,5.16752721607351,7.24215646468787,0,12.4096836807614,2,1.14985795939517,12.4096836807614,1,0.416410873073637,0.583589126926363,0,"Mixed",NA
"59",1,4,3,3,1983,43,500,12,240,5,30.74,"10 M2/HA",26.2385689396354,1146.23655514879,5.35751503179935,7.61969736183302,0,12.9772123936324,2,1.11414303363173,12.9772123936324,1,0.412840205530439,0.587159794469561,0,"Mixed",NA
"60",1,4,3,4,1988,48,500,11,220,5,33.105,"10 M2/HA",28.655886968554,927.841584856105,5.45054888037075,8.73807489407986,0,14.1886237744506,2,0.901862912535593,14.1886237744506,1,0.384149228777602,0.615850771222398,0,"Mixed",NA
"61",1,4,3,5,1991,51,500,11,220,5,34.36,"10 M2/HA",29.9093782799126,873.443150751047,6.00966254279479,9.44741313583849,0,15.4570756786333,2,0.848987582285147,15.4570756786333,1,0.388796863503884,0.611203136496116,0,"Mixed",NA
"62",1,4,4,2,1981,41,500,11,220,5,28.8,"10 M2/HA",25.9667619712726,1066.27108206199,6.68138217602209,4.96921417981566,0,11.6505963558377,2,1.03641651691009,11.6505963558377,1,0.573479843602535,0.426520156397465,0,"Mixed",NA
"63",1,4,4,3,1983,43,500,10,200,5,29.24,"10 M2/HA",26.5857292546208,937.642465412138,6.84708548053569,4.25531866521391,0,11.1024041457496,2,0.911389377858925,11.1024041457496,1,0.616720972381193,0.383279027618806,0,"Mixed",NA
"64",1,4,4,4,1988,48,500,10,200,5,31.325,"10 M2/HA",28.6778709330034,842.580002217628,7.67967232908546,5.2388752396058,0,12.9185475686913,2,0.818988572237883,12.9185475686913,1,0.594468711614108,0.405531288385892,0,"Mixed",NA
"65",1,4,4,5,1991,51,500,10,200,5,32.88,"10 M2/HA",29.984262538872,791.24215029799,8.24322496375426,5.87911366007487,0,14.1223386238291,2,0.769088130814204,14.1223386238291,1,0.583701126514922,0.416298873485078,0,"Mixed",NA
"66",1,5,1,2,1981,41,500,50,1000,5,33.5,"TESTIGO",22.3246500532483,5998.82832153155,29.1170661116336,10.0263929539318,0,39.1434590655654,2,5.83086689598686,39.1434590655654,1,0.743855213788399,0.256144786211601,0,"NA",NA
"67",1,5,1,3,1983,43,500,43,860,5,34.16,"TESTIGO",23.5084546889085,4796.21200628481,28.011461117019,9.31669146552262,0,37.3281525825416,2,4.66192268133469,37.3281525825416,1,0.75041112884113,0.24958887115887,0,"NA",NA
"68",1,5,1,4,1988,48,500,39,780,5,35.4325,"TESTIGO",25.1927053697326,3945.36274596849,28.9230877369269,9.95761440957848,0,38.8807021465054,2,3.83489638227455,38.8807021465054,1,0.743893143388784,0.256106856611217,0,"NA",NA
"69",1,5,1,5,1991,51,500,40,800,5,37.22,"TESTIGO",25.7004182845338,3934.17553796164,31.1468177091914,10.3543438110401,0,41.5011615202315,2,3.82402240533617,41.5011615202315,1,0.750504722476444,0.249495277523556,0,"NA",NA
"70",1,5,2,2,1981,41,500,96,1920,5,33.3,"TESTIGO",19.0371758015731,14421.0704021674,35.6511861320187,18.754130044686,0,54.6507531027663,2,14.0172942957677,54.4053161767046,0.995508992792832,0.655288648929566,0.344711351070434,0,"Mixed",NA
"71",1,5,2,3,1983,43,500,82,1640,5,34.44,"TESTIGO",20.1236391753216,11390.0216588623,33.2149595689761,18.6847479709314,0,52.1611037566495,2,11.0711120031316,51.8997075399076,0.994988675508834,0.639983559511119,0.360016440488881,0,"Mixed",NA
"72",1,5,2,4,1988,48,500,68,1360,5,36.14,"TESTIGO",22.1520517365707,8248.25497059179,32.9560187032425,19.1796884674828,0,52.4151344112403,2,8.01731176154143,52.1357071707253,0.994668958810203,0.632119913427541,0.367880086572459,0,"Mixed",NA
"73",1,5,2,5,1991,51,500,70,1400,5,37.16,"TESTIGO",22.527709921022,8291.72875305861,35.0436021128144,20.1659774911725,0,55.8022881819764,2,8.05956831989621,55.2095796039869,0.989378418030876,0.634737709726806,0.365262290273194,0,"Mixed",NA
"74",1,5,3,2,1981,41,500,111,2220,5,29.12,"TESTIGO",17.996436083617,18051.1601448751,18.4211212234054,37.8585633782105,0,56.4697509571581,2,17.5457450157596,56.2796846016159,0.99663419171644,0.327313867407077,0.672686132592923,0,"Mixed",NA
"75",1,5,3,3,1983,43,500,100,2000,5,29.66,"TESTIGO",18.6977859651885,15408.1689960457,18.4007008711571,36.3148947039793,0,54.9161705581049,2,14.9767550780444,54.7155955751364,0.996347615266505,0.336297186894163,0.663702813105837,0,"Mixed",NA
"76",1,5,3,4,1988,48,500,78,1560,5,31.435,"TESTIGO",20.9798243760371,10215.7245688132,18.9026579185507,34.795365978611,0,53.9284795986935,2,9.92969410259843,53.6980238971617,0.99572664196642,0.352017756831268,0.647982243168732,0,"Mixed",NA
"77",1,5,3,5,1991,51,500,82,1640,5,32.5,"TESTIGO",21.0549600204658,10685.5636159413,19.4808275493511,36.6205088373205,0,57.1008497973745,2,10.3863781081247,56.1013363866716,0.982495647363398,0.347243556108572,0.652756443891428,0,"Mixed",NA
"78",1,5,4,2,1981,41,500,104,2080,5,32.8,"TESTIGO",17.5402997518462,17536.7717891642,41.0136648802107,8.05033117482384,0,50.2605501569706,2,17.0457590394598,49.0639960550345,0.976192976435813,0.835921820028807,0.164078179971193,0,"NA",NA
"79",1,5,4,3,1983,43,500,84,1680,5,33.4,"TESTIGO",18.9239140721343,12725.1452951024,38.3709728479742,7.6565639516229,0,47.2520982000399,2,12.3688534611859,46.0275367995971,0.974084507416821,0.833652537502508,0.166347462497492,0,"NA",NA
"80",1,5,4,4,1988,48,500,61,1220,5,35.12,"TESTIGO",21.6369258430703,7648.97438263555,35.3148872287443,8.10386317733024,0,44.8580948876985,2,7.43481045388116,43.4187504060745,0.967913383632823,0.813355679250583,0.186644320749417,0,"NA",NA
"81",1,5,4,5,1991,51,500,73,1460,5,36.2,"TESTIGO",20.6129896537536,9801.85881288075,37.4596753589842,8.52251255065839,0,48.7219551548749,2,9.52741618992886,45.9821879096426,0.943767296765424,0.814656219329851,0.18534378067015,0,"NA",NA
"82",1,6,1,2,1981,41,500,39,780,5,30.7,"30 M2/HA",22.3917280972123,4659.31754804473,29.279941982759,0.98174770424681,0,30.7156498254495,2,4.52886113631078,30.2616896870058,0.985220558867435,0.96755806716674,0.0324419328332604,0,"NA",NA
"83",1,6,1,3,1983,43,500,38,760,5,31.36,"30 M2/HA",23.1761333680736,4324.53189566047,30.5264316999238,1.03749526588476,0,32.0616180739902,2,4.20344916032005,31.5639269658085,0.98447704332847,0.967130348926209,0.0328696510737914,0,"NA",NA
"84",1,6,1,4,1988,48,500,38,760,5,33.215,"30 M2/HA",24.6982674719993,3953.24734071811,34.7535096561143,1.09893303721653,0,36.4113224543643,2,3.84256021595167,35.8524426933308,0.984650934836712,0.969348447283874,0.0306515527161263,0,"NA",NA
"85",1,6,1,5,1991,51,500,38,760,5,33.96,"30 M2/HA",25.5573040337529,3767.03550793432,37.2542937392557,1.13664393003205,0,38.9882329725516,2,3.66156213545605,38.3909376692878,0.984680113518244,0.9703929104357,0.0296070895642998,0,"NA",NA
"86",1,6,2,2,1981,41,500,38,760,5,32.56,"30 M2/HA",23.0592143929721,4355.50753071638,26.0968174742887,5.64212761825132,0,31.73894509254,2,4.23355750737533,31.73894509254,1,0.822233297237801,0.177766702762199,0,"NA",NA
"87",1,6,2,3,1983,43,500,35,700,5,33.72,"30 M2/HA",24.1513915600264,3758.04010381388,26.0741037594033,5.99392316360031,0,32.0680269230036,2,3.65281859400252,32.0680269230036,1,0.813087247993401,0.186912752006599,0,"NA",NA
"88",1,6,2,4,1988,48,500,35,700,5,36.04,"30 M2/HA",25.6510562648013,3451.75570885574,29.4254963882644,6.74866134619413,0,36.1741577344586,2,3.35510986763196,36.1741577344586,1,0.813439710311057,0.186560289688943,0,"NA",NA
"89",1,6,2,5,1991,51,500,35,700,5,36.88,"30 M2/HA",26.3319686204539,3326.46770560164,30.8971082171208,7.22303987339077,0,38.1201480905116,2,3.23332980801323,38.1201480905116,1,0.810519102490354,0.189480897509646,0,"NA",NA
"90",1,6,3,2,1981,41,500,34,680,5,34.5,"30 M2/HA",24.2537140879252,3628.95168718817,31.4163192349796,0,0,31.4163192349796,2,3.52734452893275,31.4163192349796,1,1,0,0,"NA",NA
"91",1,6,3,3,1983,43,500,33,660,5,35.34,"30 M2/HA",24.9815689635136,3378.26991049506,32.3499220318102,0,0,32.3499220318102,2,3.28368160097387,32.3499220318102,1,1,0,0,"NA",NA
"92",1,6,3,4,1988,48,500,33,660,5,37.27,"30 M2/HA",26.3304650576384,3136.63658365835,35.937749451159,0,0,35.937749451159,2,3.04881377497487,35.937749451159,1,1,0,0,"NA",NA
"93",1,6,3,5,1991,51,500,33,660,5,38.28,"30 M2/HA",27.0884242301528,3013.49769537715,38.0365660179629,0,0,38.0365660179629,2,2.92912265717603,38.0365660179629,1,1,0,0,"NA",NA
"94",1,6,4,2,1981,41,500,43,860,5,31.2,"30 M2/HA",20.8066961493449,5697.9882125555,25.3801416501885,3.86101737126186,0,29.2411590214504,2,5.53845002082519,29.2411590214504,1,0.867959496118826,0.132040503881174,0,"NA",NA
"95",1,6,4,3,1983,43,500,39,780,5,32.28,"30 M2/HA",21.7743497650862,4846.82890292023,24.9301085025618,4.11512509304747,0,29.0452335956093,2,4.71112235352896,29.0452335956093,1,0.858320124040264,0.141679875959736,0,"NA",NA
"96",1,6,4,4,1988,48,500,39,780,5,34.43,"30 M2/HA",23.0451749427299,4473.96970253135,27.9803033901293,4.55422402561816,0,32.5345274157475,2,4.34870285227265,32.5345274157475,1,0.860018743551388,0.139981256448612,0,"NA",NA
"97",1,6,4,5,1991,51,500,39,780,5,35.66,"30 M2/HA",23.757012460022,4285.96404901969,29.7470811023845,4.82839228911849,0,34.575473391503,2,4.16596117630489,34.575473391503,1,0.860352098886806,0.139647901113194,0,"NA",NA
"98",1,7,1,2,1981,41,500,51,1020,5,39,"40 M2/HA",23.290787541724,5763.69791923539,43.2306711078857,0,0,43.4568657789442,2,5.60231991889339,43.2306711078857,0.994794961233305,1,0,0,"NA",NA
"99",1,7,1,3,1983,43,500,48,960,5,40.32,"40 M2/HA",24.4137512480159,5075.89641050255,44.7135028403801,0,0,44.9396975114386,2,4.93377619113152,44.7135028403801,0.994966706863105,1,0,0,"NA",NA
"100",1,7,1,4,1988,48,500,42,840,5,42.42,"40 M2/HA",26.6778704607663,3918.91744754754,46.7010248058767,0,0,46.9538800630286,2,3.80919152678406,46.7010248058767,0.994614816564414,1,0,0,"NA",NA
"101",1,7,1,5,1991,51,500,42,840,5,43.6,"40 M2/HA",27.3508291856546,3783.53595654792,49.0830498144786,0,0,49.3526141721198,2,3.6776005873725,49.0830498144786,0.994537992319897,1,0,0,"NA",NA
"102",1,7,2,2,1981,41,500,61,1220,5,34,"40 M2/HA",20.8073718021156,8082.82217723247,40.8756547149385,0,0,41.4843382915715,2,7.85651092734399,40.8756547149385,0.98532738855915,1,0,0,"NA",NA
"103",1,7,2,3,1983,43,500,55,1100,5,34.9,"40 M2/HA",21.833939385528,6808.96043223152,40.5112142591588,0,0,41.1857299098478,2,6.61831608647317,40.5112142591588,0.98362258840221,1,0,0,"NA",NA
"104",1,7,2,4,1988,48,500,53,1060,5,36.4625,"40 M2/HA",23.0134443376696,6091.84359350396,43.3055922021876,0,0,44.0919181171656,2,5.92127782977178,43.3055922021876,0.982166212118773,1,0,0,"NA",NA
"105",1,7,2,5,1991,51,500,53,1060,5,37.4,"40 M2/HA",23.5630386931064,5892.29395756585,45.3571209273211,0,0,46.2230224024668,2,5.72731539178678,45.3571209273211,0.981266878924398,1,0,0,"NA",NA
"106",1,7,3,2,1981,41,500,60,1200,5,36,"40 M2/HA",21.4310911217014,7625.75589822929,43.2872197756504,0,0,43.2872197756504,2,7.41224206471531,43.2872197756504,1,1,0,0,"NA",NA
"107",1,7,3,3,1983,43,500,54,1080,5,37.5,"40 M2/HA",22.747893675386,6309.27843723882,43.8930759188952,0,0,43.8930759188952,2,6.13262470693062,43.8930759188952,1,1,0,0,"NA",NA
"108",1,7,3,4,1988,48,500,49,980,5,38.7375,"40 M2/HA",24.4761422650419,5163.01448313169,46.1107190553933,0,0,46.1107190553933,2,5.01845504148504,46.1107190553933,1,1,0,0,"NA",NA
"109",1,7,3,5,1991,51,500,48,960,5,39.48,"40 M2/HA",25.2638369677556,4836.54855251779,48.1237802056682,0,0,48.1237802056682,2,4.70112984305394,48.1237802056682,1,1,0,0,"NA",NA
"110",1,7,4,2,1981,41,500,45,900,5,39,"40 M2/HA",24.4123147429962,4759.04804762972,41.7957486633586,0,0,42.1260085910672,2,4.62579927779136,41.7957486633586,0.992160189423247,1,0,0,"NA",NA
"111",1,7,4,3,1983,43,500,43,860,5,39.66,"40 M2/HA",25.0965623514549,4373.55089583519,42.1884634530206,0,0,42.5418926265495,2,4.25109567561825,42.1884634530206,0.991692208510059,1,0,0,"NA",NA
"112",1,7,4,4,1988,48,500,41,820,5,41.36,"40 M2/HA",26.4751926712858,3867.00397318517,44.7177086475451,0,0,45.1421243160142,2,3.75873157979264,44.7177086475451,0.990598234467258,1,0,0,"NA",NA
"113",1,7,4,5,1991,51,500,41,820,5,42.38,"40 M2/HA",27.0180156697657,3757.81893188609,46.5420825523653,0,0,47.0122061850118,2,3.65260361467606,46.5420825523653,0.989999966587479,1,0,0,"NA",NA
"114",1,8,1,2,1981,41,500,60,1200,5,36.2,"40 M2/HA",20.8599496643688,7922.05264689568,39.9041171868159,0,0,41.0107431990429,2,7.70024278928785,39.9041171868159,0.973016192199784,1,0,0,"NA",NA
"115",1,8,1,3,1983,43,500,55,1100,5,37.1,"40 M2/HA",21.7626034538818,6840.47847703569,39.7184804769152,0,0,40.9170451981496,2,6.64895165632525,39.7184804769152,0.970707446849351,1,0,0,"NA",NA
"116",1,8,1,4,1988,48,500,49,980,5,38.6875,"40 M2/HA",23.5699261561232,5445.34622479038,41.3425020100589,0,0,42.7594785974263,2,5.29288176581972,41.3425020100589,0.966861696310472,1,0,0,"NA",NA
"117",1,8,1,5,1991,51,500,49,980,5,39.62,"40 M2/HA",24.1960824962072,5247.54772555267,43.5037069254092,0,0,45.0615441825081,2,5.1006214343911,43.5037069254092,0.965428675706512,1,0,0,"NA",NA
"118",1,8,2,2,1981,41,500,71,1420,5,33.4,"40 M2/HA",18.6717380770217,10961.3431882447,38.1852733062205,0,0,38.8819214771541,2,10.6544361175465,38.1852733062205,0.982082979840827,1,0,0,"NA",NA
"119",1,8,2,3,1983,43,500,60,1200,5,34.36,"40 M2/HA",19.8118735442495,8519.83646907123,36.1934407319915,0,0,36.9932273897424,2,8.28128923917025,36.1934407319915,0.978380187018431,1,0,0,"NA",NA
"120",1,8,2,4,1988,48,500,53,1060,5,36.605,"40 M2/HA",21.720255156885,6609.87781388767,38.3632199863538,0,0,39.2758499524154,2,6.42480759003879,38.3632199863538,0.976763584564883,1,0,0,"NA",NA
"121",1,8,2,5,1991,51,500,54,1080,5,37.74,"40 M2/HA",22.1197456619227,6563.58906215789,40.5178116037314,0,0,41.5024652811827,2,6.37981487885402,40.5178116037314,0.976274814742202,1,0,0,"NA",NA
"122",1,8,3,2,1981,41,500,74,1480,5,29,"40 M2/HA",19.3949004164023,10828.003422142,43.2436301775818,0,0,43.7246865526627,2,10.5248297366978,43.2436301775818,0.988998060066102,1,0,0,"NA",NA
"123",1,8,3,3,1983,43,500,60,1200,5,29.82,"40 M2/HA",20.5642164937058,8083.30006369133,39.3914563896398,0,0,39.8561607749588,2,7.85697543344146,39.3914563896398,0.988340462897496,1,0,0,"NA",NA
"124",1,8,3,4,1988,48,500,50,1000,5,31.3575,"40 M2/HA",22.4519906550622,5950.87046601177,39.0456578501422,0,0,39.5912840171684,2,5.78425181431347,39.0456578501422,0.986218528128828,1,0,0,"NA",NA
"125",1,8,3,5,1991,51,500,50,1000,5,32.52,"40 M2/HA",23.0844579750099,5722.08902542503,41.2559602136188,0,0,41.8532555168826,2,5.56187603410564,41.2559602136188,0.985728820951029,1,0,0,"NA",NA
"126",1,8,4,2,1981,41,500,67,1340,5,37.5,"40 M2/HA",19.8691766086186,9475.11982736429,37.8295507700546,0,0,41.5484110737415,2,9.20982558186993,37.8295507700546,0.910493320741278,1,0,0,"NA",NA
"127",1,8,4,3,1983,43,500,52,1040,5,37.88,"40 M2/HA",21.9083800264788,6406.7160710347,35.3851403581494,0,0,39.2052070691717,2,6.22733418065976,35.3851403581494,0.902562261582183,1,0,0,"NA",NA
"128",1,8,4,4,1988,48,500,50,1000,5,39.7,"40 M2/HA",23.0966437632181,5717.8291116309,37.6264031172271,0,0,41.8974540439647,2,5.55773539380213,37.6264031172271,0.898059416157942,1,0,0,"NA",NA
"129",1,8,4,5,1991,51,500,52,1040,5,41.04,"40 M2/HA",23.4368012716359,5825.1102647679,39.7778408701048,0,0,44.8662627831609,2,5.66201277779471,39.7778408701048,0.886586900771109,1,0,0,"NA",NA
"130",1,9,1,2,1981,41,500,63,1260,5,45,"TESTIGO",20.803334592289,8350.11901296711,23.2007559945402,0,0,42.8278560978425,2,8.11632370866547,23.2007559945402,0.54172116254283,1,0,0,"Others",NA
"131",1,9,1,3,1983,43,500,61,1220,5,44.84,"TESTIGO",20.7739867283621,8101.1591444882,21.7563459401992,0,0,41.3513232586185,2,7.87433447714629,21.7563459401992,0.526134213508264,1,0,0,"Others",NA
"132",1,9,1,4,1988,48,500,50,1000,5,45.715,"TESTIGO",22.9541424638343,5767.98602362852,22.5977491285701,0,0,41.3820524526353,2,5.60648796048622,22.5977491285701,0.546076083452719,1,0,0,"Others",NA
"133",1,9,1,5,1991,51,500,87,1740,5,46.04,"TESTIGO",19.0402718999228,13066.0961576124,24.2113278113837,0,0,49.5433559700825,2,12.7002580273463,24.2113278113837,0.488689700915781,1,0,0,"Others",NA
"134",1,9,2,2,1981,41,500,77,1540,5,37.2,"TESTIGO",19.1773168227331,11447.7954759557,40.3030994538218,0,0,44.4822030812596,2,11.1272682088919,40.3030994538218,0.906049985433422,1,0,0,"NA",NA
"135",1,9,2,3,1983,43,500,67,1340,5,38,"TESTIGO",20.4866246864821,9074.63360734066,39.1410557471854,0,0,44.170824125399,2,8.82055259096719,39.1410557471854,0.886129170605142,1,0,0,"NA",NA
"136",1,9,2,4,1988,48,500,58,1160,5,40.11,"TESTIGO",22.5118691754273,6877.11277574887,41.5392712480519,0,0,46.1711809695071,2,6.6845602298958,41.5392712480519,0.899679635127499,1,0,0,"NA",NA
"137",1,9,2,5,1991,51,500,84,1680,5,40.84,"TESTIGO",19.8252604618692,11916.4065851429,43.4303507369479,0,0,51.8605318795173,2,11.582758657559,43.4303507369479,0.837445146876734,1,0,0,"NA",NA
"138",1,9,3,2,1981,41,500,79,1580,5,30.9,"TESTIGO",18.2950190357646,12552.3283757158,36.7982601496606,0,0,41.5348551014412,2,12.2008752493907,36.7982601496606,0.885960961216493,1,0,0,"NA",NA
"139",1,9,3,3,1983,43,500,65,1300,5,31.72,"TESTIGO",19.7754354226107,9253.83196446524,35.3299425752259,0,0,39.9287158572935,2,8.9947335663791,35.3299425752259,0.884825414909315,1,0,0,"NA",NA
"140",1,9,3,4,1988,48,500,57,1140,5,33.32,"TESTIGO",21.3024011418407,7306.30528539071,36.2611719969814,0,0,40.6304703434737,2,7.10173576190656,36.2611719969814,0.892462521118854,1,0,0,"NA",NA
"141",1,9,3,5,1991,51,500,68,1360,5,34.28,"TESTIGO",20.388884659222,9272.44337955415,38.0649345996248,0,0,44.4033491056545,2,9.0128238797391,38.0649345996248,0.857253683929383,1,0,0,"NA",NA
"142",1,9,4,2,1981,41,500,96,1920,5,46.1,"TESTIGO",18.8909038957907,14578.8983932411,30.2310120347435,0.127234502470387,0,53.8141626870786,2,14.170703254832,30.3582465372139,0.564131169590848,0.995808898174853,0.00419110182514723,0,"Others",NA
