"","ID","SPECIE","DBH","HT","SS","FT"
"3027",1161002,2,25.6,28.7,2,1
"3028",1161002,2,25.8,NA,2,1
"3029",1161002,2,36.9,41,1,1
"3030",1161002,2,19.2,26.6,3,1
"3031",1161002,2,10.8,NA,4,1
"3032",1161002,2,42.1,39.1,1,1
"3033",1161002,2,20.1,NA,2,1
"3034",1161002,2,21,29.7,2,1
"3035",1161002,2,27.6,NA,1,1
"3036",1161002,2,30.6,NA,1,1
"3037",1161002,2,26,NA,1,1
"3038",1161002,2,21.5,NA,2,1
"3039",1161002,2,37.9,35,1,1
"3040",1161002,2,16.3,21.7,3,1
"3041",1161002,2,33.3,NA,1,1
"3042",1161002,2,22.1,24.7,3,1
"3043",1161002,2,34.8,NA,1,1
"3044",1161002,2,16.2,NA,4,1
"3045",1161002,2,24.9,29.5,1,1
"3046",1161002,2,27.2,NA,1,1
"3047",1161002,2,15.2,NA,3,1
"3048",1161002,2,19.3,NA,3,1
"3049",1161002,2,47.8,43,1,1
"3050",1161002,2,23.5,NA,2,1
"3051",1161002,2,15.8,NA,3,1
"3052",1161002,2,30,31.6,1,1
"3053",1161002,2,32.1,NA,1,1
"3054",1161002,2,26.4,NA,2,1
"3055",1161002,2,31.9,NA,1,1
"3056",1161002,2,35.5,37.3,1,1
"3057",1161002,2,38.2,39.5,1,1
"3058",1161002,2,14.1,19.1,3,1
"3059",1161002,2,15,NA,3,1
"3060",1161002,2,25.2,30.1,2,1
"3061",1161002,2,24.9,NA,1,1
"3062",1161002,2,32.9,NA,1,1
"3063",1161002,4,5.3,NA,4,1
"3064",1161002,4,5.8,NA,4,1
"3065",1161002,4,6.5,NA,4,1
"3066",1161002,4,5.6,NA,4,1
"3067",1161002,4,6.7,NA,4,1
"3068",1161002,4,6.9,NA,4,1
"3069",1161002,4,6,NA,4,1
"3070",1161002,4,6.6,NA,4,1
"3071",1161002,4,6.5,NA,4,1
"3072",1161002,4,7.8,NA,4,1
