"","ID","SPECIE","DBH","HT","SS","FT"
"2322",601002,2,15.4,NA,3,1
"2323",601002,2,16.3,NA,2,1
"2324",601002,2,33.5,NA,1,1
"2325",601002,2,19.1,NA,1,1
"2326",601002,2,19.1,NA,1,1
"2327",601002,2,16.3,NA,1,1
"2328",601002,2,21.5,NA,1,1
"2329",601002,2,7.7,12.3,4,1
"2330",601002,4,7.5,NA,4,1
"2331",601002,2,11.2,NA,3,1
"2332",601002,2,29.5,NA,1,1
"2333",601002,4,14.6,NA,3,1
"2334",601002,4,12.1,NA,4,1
"2335",601002,4,9.1,NA,4,1
"2336",601002,2,14.3,21,2,1
"2337",601002,4,8.4,NA,4,1
"2338",601002,4,16.2,NA,4,1
"2339",601002,4,12.8,NA,4,1
"2340",601002,4,14.9,NA,3,1
"2341",601002,2,24.5,NA,1,1
"2342",601002,2,47.6,29,1,1
"2343",601002,2,27.2,NA,3,1
"2344",601002,2,18.8,NA,1,1
"2345",601002,4,6.7,NA,4,1
"2346",601002,4,10,NA,4,1
"2347",601002,2,19.5,NA,3,1
"2348",601002,2,15,NA,3,1
"2349",601002,2,22.6,NA,1,1
"2350",601002,2,27.7,NA,1,1
"2351",601002,2,11.6,NA,3,1
"2352",601002,2,13.9,NA,3,1
"2353",601002,2,29.3,NA,1,1
"2354",601002,2,8.9,NA,4,1
"2355",601002,2,19.1,NA,1,1
"2356",601002,2,32.4,27,1,1
"2357",601002,2,12.3,NA,3,1
"2358",601002,2,14.5,18.2,3,1
"2359",601002,2,8.5,NA,4,1
"2360",601002,4,5.2,NA,4,1
"2361",601002,2,22.2,NA,1,1
"2362",601002,2,16,NA,2,1
"2363",601002,2,29.3,NA,1,1
"2364",601002,2,33.9,NA,1,1
"2365",601002,2,11.7,NA,3,1
"2366",601002,2,28.5,25.5,1,1
"2367",601002,2,14.3,NA,2,1
"2368",601002,2,15.9,20.5,2,1
"2369",601002,2,10.3,NA,3,1
"2370",601002,2,17.1,NA,2,1
"2371",601002,2,18.6,NA,1,1
"2372",601002,2,20.2,NA,1,1
"2373",601002,2,17.5,NA,2,1
"2374",601002,2,11,12,3,1
"2375",601002,2,5.7,NA,4,1
"2376",601002,2,18.7,NA,2,1
"2377",601002,2,21.5,NA,1,1
"2378",601002,2,28.7,NA,1,1
"2379",601002,2,10,NA,4,1
"2380",601002,2,15,NA,3,1
"2381",601002,4,9.7,NA,3,1
"2382",601002,4,13.7,NA,3,1
"2383",601002,2,12.8,NA,3,1
"2384",601002,2,30.3,NA,1,1
"2385",601002,2,6.3,NA,4,1
"2386",601002,2,6.5,NA,4,1
"2387",601002,2,12.9,NA,3,1
"2388",601002,2,23.9,NA,1,1
"2389",601002,2,10.2,NA,3,1
"2390",601002,2,12.8,NA,3,1
"2391",601002,2,18.5,NA,2,1
"2392",601002,2,15.5,NA,3,1
"2393",601002,4,8.8,NA,4,1
"2394",601002,4,14.2,NA,4,1
"2395",601002,2,6.7,NA,4,1
"2396",601002,2,24.6,NA,1,1
"2397",601002,2,19.7,20,1,1
"2398",601002,2,7.8,NA,4,1
"2399",601002,2,8.8,13.7,3,1
"2400",601002,2,13.4,NA,3,1
"2401",601002,2,24.6,NA,1,1
"2402",601002,2,21.5,NA,2,1
"2403",601002,2,9.2,9.1,4,1
"2404",601002,4,5.8,NA,4,1
"2405",601002,4,6.9,NA,4,1
"2406",601002,4,5.2,NA,4,1
"2407",601002,2,5.5,NA,4,1
"2408",601002,4,5.3,NA,4,1
