"","ID","SPECIE","DBH","HT","SS","FT"
"2674",731002,4,7.6,NA,4,1
"2675",731002,4,11.6,NA,3,1
"2676",731002,4,12.3,NA,4,1
"2677",731002,4,18.9,NA,3,1
"2678",731002,4,7.4,NA,4,1
"2679",731002,2,11.6,NA,2,1
"2680",731002,2,8.6,NA,2,1
"2681",731002,2,20.5,NA,1,1
"2682",731002,2,9.2,NA,3,1
"2683",731002,4,6.2,NA,4,1
"2684",731002,2,7,NA,3,1
"2685",731002,2,25.9,26,1,1
"2686",731002,2,28,NA,1,1
"2687",731002,2,23.7,NA,1,1
"2688",731002,2,12.2,NA,2,1
"2689",731002,2,13.1,19,3,1
"2690",731002,2,10.6,NA,3,1
"2691",731002,2,16.6,NA,2,1
"2692",731002,4,8,NA,3,1
"2693",731002,4,9.3,NA,3,1
"2694",731002,4,8.3,NA,3,1
"2695",731002,2,10.4,NA,3,1
"2696",731002,2,13.8,NA,2,1
"2697",731002,2,17.6,NA,2,1
"2698",731002,4,8.7,NA,3,1
"2699",731002,4,7.6,NA,3,1
"2700",731002,4,6.5,NA,3,1
"2701",731002,4,6.7,NA,3,1
"2702",731002,2,15.5,NA,2,1
"2703",731002,2,15.5,NA,3,1
"2704",731002,4,9.9,NA,4,1
"2705",731002,2,30.4,NA,1,1
"2706",731002,2,23.9,NA,2,1
"2707",731002,2,15.4,NA,2,1
"2708",731002,2,15.3,NA,2,1
"2709",731002,2,8.3,10,4,1
"2710",731002,4,8,NA,4,1
"2711",731002,4,9.2,NA,4,1
"2712",731002,2,12.1,NA,3,1
"2713",731002,2,7.8,NA,4,1
"2714",731002,2,14.6,NA,3,1
"2715",731002,2,11.2,18,3,1
"2716",731002,2,18,NA,2,1
"2717",731002,2,10.1,NA,3,1
"2718",731002,2,14.5,NA,4,1
"2719",731002,2,9.5,NA,3,1
"2720",731002,2,22.1,NA,1,1
"2721",731002,2,24.4,NA,1,1
"2722",731002,2,18.4,NA,2,1
"2723",731002,2,21.3,NA,2,1
"2724",731002,2,12.8,NA,3,1
"2725",731002,2,8.8,NA,4,1
"2726",731002,2,5.7,NA,4,1
"2727",731002,2,12.8,NA,3,1
"2728",731002,4,8.4,NA,4,1
"2729",731002,2,26.1,NA,1,1
"2730",731002,4,8.4,NA,4,1
"2731",731002,2,30.1,28,1,1
"2732",731002,2,8.8,NA,4,1
"2733",731002,2,19.6,NA,1,1
"2734",731002,2,15,NA,3,1
"2735",731002,4,8.9,NA,3,1
"2736",731002,4,5.9,NA,4,1
"2737",731002,4,8.8,NA,4,1
"2738",731002,2,23.1,NA,1,1
"2739",731002,2,7.9,NA,3,1
"2740",731002,2,23.1,NA,1,1
"2741",731002,2,12.6,17,3,1
"2742",731002,2,23.6,NA,1,1
"2743",731002,2,17.8,NA,2,1
"2744",731002,2,19.7,NA,2,1
"2745",731002,4,9.2,NA,4,1
"2746",731002,2,20,NA,2,1
"2747",731002,2,28,NA,1,1
"2748",731002,4,13.1,NA,4,1
"2749",731002,4,14.1,NA,3,1
"2750",731002,2,16,NA,2,1
"2751",731002,2,19.1,NA,2,1
"2752",731002,4,7.2,NA,4,1
"2753",731002,2,14.8,NA,3,1
"2754",731002,4,14.9,NA,3,1
"2755",731002,2,16,NA,2,1
"2756",731002,2,13.9,NA,2,1
"2757",731002,4,10.1,NA,4,1
"2758",731002,2,10.1,NA,4,1
"2759",731002,2,15.2,NA,2,1
"2760",731002,2,12.6,NA,3,1
"2761",731002,2,15.2,NA,3,1
"2762",731002,4,5.6,NA,4,1
"2763",731002,4,8.8,NA,4,1
"2764",731002,2,24.2,22,1,1
"2765",731002,4,6.6,NA,4,1
"2766",731002,4,6.5,NA,4,1
"2767",731002,2,26.5,NA,1,1
"2768",731002,4,16.9,NA,3,1
"2769",731002,4,6,NA,4,1
"2770",731002,2,15.6,NA,3,1
"2771",731002,2,8.2,NA,3,1
"2772",731002,2,5.9,NA,4,1
"2773",731002,4,9.7,NA,4,1
"2774",731002,4,6.6,NA,4,1
"2775",731002,2,31.8,NA,1,1
"2776",731002,2,18.2,15,2,1
"2777",731002,2,12.6,NA,3,1
"2778",731002,4,6.7,NA,4,1
"2779",731002,2,23.3,NA,2,1
"2780",731002,2,7.9,9,4,1
"2781",731002,4,8.3,NA,4,1
"2782",731002,4,9.6,NA,4,1
"2783",731002,2,9.1,NA,4,1
"2784",731002,4,12.4,NA,3,1
"2785",731002,4,8.2,NA,4,1
"2786",731002,4,18.2,NA,3,1
"2787",731002,4,13.9,NA,3,1
"2788",731002,4,7,NA,4,1
"2789",731002,4,6.2,NA,4,1
"2790",731002,4,7.6,NA,4,1
"2791",731002,4,8,NA,4,1
"2792",731002,4,16.3,NA,2,1
"2793",731002,4,15.6,NA,2,1
"2794",731002,4,17,NA,2,1
"2795",731002,2,8.7,NA,4,1
"2796",731002,4,5.3,NA,4,1
"2797",731002,4,5.6,NA,4,1
"2798",731002,4,5.3,NA,4,1
"2799",731002,4,5.4,NA,4,1
