"","ID","SPECIE","DBH","HT","SS","FT"
"105",521001,2,24.8,32,1,1
"106",521001,4,9.2,NA,3,1
"107",521001,2,30.5,28.5,1,1
"108",521001,4,19.9,NA,3,1
"109",521001,4,9.9,NA,3,1
"110",521001,4,6.2,NA,3,1
"111",521001,4,13.1,NA,3,1
"112",521001,4,8.8,NA,3,1
"113",521001,4,10.1,NA,3,1
"114",521001,4,5.5,NA,4,1
"115",521001,4,10,NA,3,1
"116",521001,2,18.6,28.5,1,1
"117",521001,4,6.1,NA,4,1
"118",521001,4,5.9,NA,3,1
"119",521001,4,6.4,NA,3,1
"120",521001,2,21.7,NA,1,1
"121",521001,2,29.5,26.5,2,1
"122",521001,4,7.3,NA,4,1
"123",521001,2,11.8,NA,1,1
"124",521001,2,13.4,NA,3,1
"125",521001,2,6.2,7.7,3,1
"126",521001,2,29.2,NA,1,1
"127",521001,2,13.8,NA,2,1
"128",521001,4,10.1,NA,3,1
"129",521001,2,9.6,NA,2,1
"130",521001,4,5.6,NA,4,1
"131",521001,4,15.7,NA,3,1
"132",521001,4,8.9,NA,3,1
"133",521001,4,10.4,NA,3,1
"134",521001,4,5.7,NA,4,1
"135",521001,4,5.5,NA,4,1
"136",521001,4,14.8,NA,2,1
"137",521001,4,6,NA,3,1
"138",521001,4,8.8,NA,3,1
"139",521001,2,36.5,30,1,1
"140",521001,2,13.7,19.2,1,1
"141",521001,4,7.7,NA,3,1
"142",521001,2,10.7,NA,2,1
"143",521001,2,18.7,NA,1,1
"144",521001,4,14,NA,3,1
"145",521001,2,14.8,NA,2,1
"146",521001,2,27.6,NA,1,1
"147",521001,2,15.2,16.5,2,1
"148",521001,2,34.4,NA,1,1
"149",521001,2,34,NA,1,1
"150",521001,4,7.9,NA,4,1
"151",521001,2,23.2,NA,1,1
"152",521001,2,30.2,NA,1,1
"153",521001,2,28.4,28,1,1
"154",521001,2,17.5,NA,1,1
"155",521001,2,16.8,NA,2,1
"156",521001,2,10.4,22,2,1
"157",521001,2,13.9,NA,3,1
"158",521001,2,20.1,NA,1,1
"159",521001,2,24.7,NA,1,1
"160",521001,4,6.9,NA,3,1
"161",521001,4,12.4,NA,2,1
"162",521001,2,25.2,NA,1,1
"163",521001,2,14.2,NA,2,1
"164",521001,2,30.2,NA,1,1
"165",521001,2,21.2,NA,1,1
"166",521001,4,7.9,NA,4,1
"167",521001,2,32.1,NA,1,1
"168",521001,2,12.3,NA,3,1
"169",521001,2,21.6,NA,2,1
"170",521001,4,8.2,NA,3,1
"171",521001,2,34.8,NA,1,1
"172",521001,4,6.3,NA,4,1
"173",521001,2,8.3,NA,4,1
"174",521001,4,6.1,NA,4,1
"175",521001,4,11.3,NA,3,1
