"","ID","SPECIE","DBH","HT","SS","FT"
"3850",1251003,2,12.9,NA,NA,1
"3851",1251003,2,NA,NA,NA,1
"3852",1251003,2,6.8,NA,NA,1
"3853",1251003,2,8.6,12.3,NA,1
"3854",1251003,2,NA,NA,NA,1
"3855",1251003,4,8.8,NA,NA,1
"3856",1251003,2,6.7,NA,NA,1
"3857",1251003,2,NA,NA,NA,1
"3858",1251003,4,16.5,NA,NA,1
"3859",1251003,4,NA,NA,NA,1
"3860",1251003,4,7.7,NA,NA,1
"3861",1251003,2,17.1,NA,NA,1
"3862",1251003,4,NA,NA,NA,1
"3863",1251003,2,9.9,11.7,NA,1
"3864",1251003,2,10,NA,NA,1
"3865",1251003,2,12.1,16.2,NA,1
"3866",1251003,2,9.9,NA,NA,1
"3867",1251003,2,17.4,NA,NA,1
"3868",1251003,4,16.6,NA,NA,1
"3869",1251003,2,11.3,NA,NA,1
"3870",1251003,4,NA,NA,NA,1
"3871",1251003,4,NA,NA,NA,1
"3872",1251003,2,NA,NA,NA,1
"3873",1251003,2,NA,NA,NA,1
"3874",1251003,2,28.3,NA,NA,1
"3875",1251003,4,NA,NA,NA,1
"3876",1251003,2,8.8,NA,NA,1
"3877",1251003,2,NA,NA,NA,1
"3878",1251003,3,15.7,NA,NA,1
"3879",1251003,3,NA,NA,NA,1
"3880",1251003,1,NA,NA,NA,1
"3881",1251003,3,12.1,NA,NA,1
"3882",1251003,4,NA,NA,NA,1
"3883",1251003,4,NA,NA,NA,1
"3884",1251003,4,NA,NA,NA,1
"3885",1251003,2,NA,NA,NA,1
"3886",1251003,2,9.6,NA,NA,1
"3887",1251003,4,NA,NA,NA,1
"3888",1251003,2,NA,NA,NA,1
"3889",1251003,2,17.2,NA,NA,1
"3890",1251003,4,NA,NA,NA,1
"3891",1251003,2,9.9,NA,NA,1
"3892",1251003,2,20.5,20.7,NA,1
"3893",1251003,2,7.8,NA,NA,1
"3894",1251003,2,NA,NA,NA,1
"3895",1251003,2,NA,NA,NA,1
"3896",1251003,4,14.3,NA,NA,1
"3897",1251003,4,NA,NA,NA,1
"3898",1251003,2,NA,NA,NA,1
"3899",1251003,2,NA,NA,NA,1
"3900",1251003,4,NA,NA,NA,1
"3901",1251003,4,NA,NA,NA,1
"3902",1251003,2,NA,NA,NA,1
"3903",1251003,2,NA,NA,NA,1
"3904",1251003,2,NA,NA,NA,1
"3905",1251003,2,NA,NA,NA,1
"3906",1251003,2,NA,NA,NA,1
"3907",1251003,2,18.2,NA,NA,1
"3908",1251003,4,NA,NA,NA,1
"3909",1251003,2,NA,NA,NA,1
"3910",1251003,2,NA,NA,NA,1
"3911",1251003,4,NA,NA,NA,1
"3912",1251003,2,NA,NA,NA,1
"3913",1251003,2,NA,NA,NA,1
"3914",1251003,4,13.3,NA,NA,1
"3915",1251003,2,13.6,NA,NA,1
"3916",1251003,2,9.6,NA,NA,1
"3917",1251003,2,11.3,NA,NA,1
"3918",1251003,2,NA,NA,NA,1
"3919",1251003,2,11.4,NA,NA,1
"3920",1251003,2,7.9,NA,NA,1
"3921",1251003,2,28.6,21.5,NA,1
"3922",1251003,2,10,NA,NA,1
"3923",1251003,2,17.3,NA,NA,1
"3924",1251003,4,NA,NA,NA,1
"3925",1251003,4,NA,NA,NA,1
"3926",1251003,2,NA,NA,NA,1
"3927",1251003,4,NA,NA,NA,1
"3928",1251003,2,NA,NA,NA,1
"3929",1251003,4,NA,NA,NA,1
"3930",1251003,2,11.5,NA,NA,1
"3931",1251003,4,NA,NA,NA,1
"3932",1251003,2,NA,NA,NA,1
"3933",1251003,2,40.6,30.3,NA,1
"3934",1251003,2,NA,NA,NA,1
"3935",1251003,2,NA,NA,NA,1
"3936",1251003,4,NA,NA,NA,1
"3937",1251003,4,NA,NA,NA,1
"3938",1251003,4,NA,NA,NA,1
"3939",1251003,4,NA,NA,NA,1
"3940",1251003,2,14.2,16.7,NA,1
"3941",1251003,2,NA,NA,NA,1
"3942",1251003,4,NA,NA,NA,1
"3943",1251003,2,NA,NA,NA,1
"3944",1251003,4,NA,NA,NA,1
"3945",1251003,2,NA,NA,NA,1
"3946",1251003,4,5.9,NA,NA,1
"3947",1251003,4,7.3,NA,NA,1
"3948",1251003,4,5.5,NA,NA,1
"3949",1251003,4,6.9,NA,NA,1
"3950",1251003,3,6.4,NA,NA,1
"3951",1251003,4,NA,NA,NA,1
