"","ID","SPECIE","DBH","HT","SS","FT"
"3741",1241003,2,NA,NA,NA,1
"3742",1241003,2,15.3,NA,NA,1
"3743",1241003,2,6.9,NA,NA,1
"3744",1241003,2,NA,NA,NA,1
"3745",1241003,2,9.5,NA,NA,1
"3746",1241003,2,12,18.9,NA,1
"3747",1241003,2,13.2,20.9,NA,1
"3748",1241003,2,7.3,NA,NA,1
"3749",1241003,2,6.8,NA,NA,1
"3750",1241003,2,22.1,25.8,NA,1
"3751",1241003,2,8.9,14.6,NA,1
"3752",1241003,2,NA,NA,NA,1
"3753",1241003,2,6.4,NA,NA,1
"3754",1241003,2,18.3,NA,NA,1
"3755",1241003,2,12.7,17.6,NA,1
"3756",1241003,2,5.8,NA,NA,1
"3757",1241003,2,6.6,NA,NA,1
"3758",1241003,2,6.6,NA,NA,1
"3759",1241003,2,7.6,NA,NA,1
"3760",1241003,2,11.8,NA,NA,1
"3761",1241003,2,18.1,NA,NA,1
"3762",1241003,2,28.6,23.9,NA,1
"3763",1241003,2,NA,NA,NA,1
"3764",1241003,2,5.9,NA,NA,1
"3765",1241003,2,14.6,NA,NA,1
"3766",1241003,2,6.9,14.5,NA,1
"3767",1241003,2,7.2,NA,NA,1
"3768",1241003,2,6.4,NA,NA,1
"3769",1241003,4,6.8,NA,NA,1
"3770",1241003,4,7.1,NA,NA,1
"3771",1241003,2,6.2,NA,NA,1
"3772",1241003,2,7.1,NA,NA,1
"3773",1241003,2,7,NA,NA,1
"3774",1241003,2,NA,NA,NA,1
"3775",1241003,2,9.3,14.8,NA,1
"3776",1241003,2,21.8,NA,NA,1
"3777",1241003,2,9.9,NA,NA,1
"3778",1241003,2,NA,NA,NA,1
"3779",1241003,4,NA,NA,NA,1
"3780",1241003,2,6.6,NA,NA,1
"3781",1241003,2,13.4,NA,NA,1
"3782",1241003,2,9.3,NA,NA,1
"3783",1241003,4,NA,NA,NA,1
"3784",1241003,2,17.6,NA,NA,1
"3785",1241003,2,6.2,NA,NA,1
"3786",1241003,2,11.5,NA,NA,1
"3787",1241003,2,6.8,NA,NA,1
"3788",1241003,2,18.3,NA,NA,1
"3789",1241003,2,6.9,14.6,NA,1
"3790",1241003,4,NA,NA,NA,1
"3791",1241003,4,NA,NA,NA,1
"3792",1241003,4,7.9,9.5,NA,1
"3793",1241003,2,6,NA,NA,1
"3794",1241003,2,8.8,NA,NA,1
"3795",1241003,2,13.2,NA,NA,1
"3796",1241003,2,12.6,NA,NA,1
"3797",1241003,2,9.4,NA,NA,1
"3798",1241003,2,18.4,22.8,NA,1
"3799",1241003,2,6.3,NA,NA,1
"3800",1241003,2,7.9,NA,NA,1
"3801",1241003,2,21.8,23.5,NA,1
"3802",1241003,2,13.5,NA,NA,1
"3803",1241003,2,16.1,NA,NA,1
"3804",1241003,2,9.7,NA,NA,1
"3805",1241003,2,14.2,NA,NA,1
"3806",1241003,4,9,NA,NA,1
"3807",1241003,2,6.6,NA,NA,1
"3808",1241003,4,NA,NA,NA,1
"3809",1241003,4,NA,NA,NA,1
"3810",1241003,4,NA,NA,NA,1
"3811",1241003,2,6.4,NA,NA,1
"3812",1241003,4,NA,NA,NA,1
"3813",1241003,2,11.6,NA,NA,1
"3814",1241003,4,NA,NA,NA,1
"3815",1241003,4,9.4,NA,NA,1
"3816",1241003,4,NA,NA,NA,1
"3817",1241003,2,7.3,NA,NA,1
"3818",1241003,2,NA,NA,NA,1
"3819",1241003,4,NA,NA,NA,1
"3820",1241003,2,17.8,NA,NA,1
"3821",1241003,2,NA,NA,NA,1
"3822",1241003,2,6.9,NA,NA,1
"3823",1241003,2,7.4,NA,NA,1
"3824",1241003,4,NA,NA,NA,1
"3825",1241003,4,9.4,NA,NA,1
"3826",1241003,2,NA,NA,NA,1
"3827",1241003,2,NA,NA,NA,1
"3828",1241003,2,8,NA,NA,1
"3829",1241003,2,15.7,NA,NA,1
"3830",1241003,2,12.3,NA,NA,1
"3831",1241003,2,20.6,NA,NA,1
"3832",1241003,2,NA,NA,NA,1
"3833",1241003,4,NA,NA,NA,1
"3834",1241003,2,NA,NA,NA,1
"3835",1241003,2,9.7,NA,NA,1
"3836",1241003,2,NA,NA,NA,1
"3837",1241003,2,NA,NA,NA,1
"3838",1241003,2,11.4,NA,NA,1
"3839",1241003,2,9.9,NA,NA,1
"3840",1241003,2,NA,NA,NA,1
"3841",1241003,2,11.7,NA,NA,1
"3842",1241003,2,NA,NA,NA,1
"3843",1241003,2,NA,NA,NA,1
"3844",1241003,4,NA,NA,NA,1
"3845",1241003,4,6.1,NA,NA,1
"3846",1241003,2,7,NA,NA,1
"3847",1241003,4,5.3,NA,NA,1
"3848",1241003,2,6.2,NA,NA,1
"3849",1241003,4,NA,NA,NA,1
