"","ID","SPECIE","DBH","HT","SS","FT"
"1260",1031001,1,34.6,NA,2,1
"1261",1031001,1,22.6,NA,3,1
"1262",1031001,1,12,NA,4,1
"1263",1031001,1,7.1,11.75,4,1
"1264",1031001,1,27.7,NA,4,1
"1265",1031001,1,29.2,NA,2,1
"1266",1031001,1,7.1,NA,4,1
"1267",1031001,1,14.3,NA,3,1
"1268",1031001,1,32.2,NA,2,1
"1269",1031001,1,19.2,NA,3,1
"1270",1031001,1,14,NA,3,1
"1271",1031001,1,5.4,NA,4,1
"1272",1031001,1,23.9,NA,2,1
"1273",1031001,1,16,NA,3,1
"1274",1031001,1,24.8,23.75,3,1
"1275",1031001,1,10.9,NA,3,1
"1276",1031001,1,18,NA,3,1
"1277",1031001,1,12.1,NA,4,1
"1278",1031001,1,5.3,NA,4,1
"1279",1031001,1,24.9,NA,2,1
"1280",1031001,3,26.3,NA,3,1
"1281",1031001,1,18.2,NA,3,1
"1282",1031001,1,15.1,NA,3,1
"1283",1031001,1,24.9,NA,2,1
"1284",1031001,1,34.5,25.5,2,1
"1285",1031001,1,30.3,NA,2,1
"1286",1031001,1,22.3,NA,2,1
"1287",1031001,1,15.6,25,3,1
"1288",1031001,1,20,NA,3,1
"1289",1031001,1,17.3,24.25,2,1
"1290",1031001,1,15.73,NA,3,1
"1291",1031001,1,20.7,NA,3,1
"1292",1031001,1,28.5,NA,2,1
"1293",1031001,1,17.9,NA,2,1
"1294",1031001,1,19,NA,4,1
"1295",1031001,1,23.3,NA,2,1
"1296",1031001,1,15.2,NA,4,1
"1297",1031001,1,16,NA,4,1
"1298",1031001,1,17.5,NA,4,1
"1299",1031001,1,20.5,NA,3,1
"1300",1031001,1,24.9,NA,3,1
"1301",1031001,1,22.4,NA,3,1
"1302",1031001,1,19.4,NA,4,1
"1303",1031001,1,41.7,29.75,1,1
"1304",1031001,1,40.6,28.75,1,1
"1305",1031001,1,17.3,NA,3,1
"1306",1031001,1,20.1,NA,2,1
"1307",1031001,1,25.1,NA,2,1
"1308",1031001,1,10.9,NA,4,1
"1309",1031001,1,15.2,NA,3,1
"1310",1031001,1,14,NA,3,1
"1311",1031001,1,12.2,NA,4,1
"1312",1031001,1,8.3,NA,4,1
"1313",1031001,1,6.3,NA,4,1
"1314",1031001,1,16.7,NA,4,1
"1315",1031001,1,26.9,28,2,1
"1316",1031001,1,23.2,24.75,2,1
"1317",1031001,1,14.4,15.75,4,1
"1318",1031001,2,40.1,27.75,1,1
"1319",1031001,2,44.5,26.25,1,1
"1320",1031001,1,13.2,NA,4,1
"1321",1031001,1,12.7,NA,4,1
"1322",1031001,1,11.6,NA,4,1
"1323",1031001,1,22.6,NA,2,1
"1324",1031001,1,7.9,NA,4,1
"1325",1031001,1,21.1,NA,3,1
"1326",1031001,1,24.5,NA,2,1
"1327",1031001,1,30,NA,2,1
"1328",1031001,1,22.8,NA,3,1
"1329",1031001,1,29.7,NA,2,1
"1330",1031001,4,7.5,NA,4,1
"1331",1031001,4,12.4,9.5,4,1
"1332",1031001,4,6.2,4.5,4,1
"1333",1031001,4,7.8,NA,4,1
"1334",1031001,4,8.2,7.5,4,1
"1335",1031001,4,10,NA,4,1
"1336",1031001,4,6.5,NA,4,1
