"","ID","SPECIE","DBH","HT","SS","FT"
"1022",731001,4,6.5,NA,4,1
"1023",731001,4,10.2,NA,4,1
"1024",731001,4,10.5,NA,3,1
"1025",731001,4,15.8,NA,3,1
"1026",731001,4,6.8,NA,4,1
"1027",731001,2,11.6,NA,2,1
"1028",731001,2,8.6,NA,2,1
"1029",731001,2,6.9,11.25,4,1
"1030",731001,2,6,NA,4,1
"1031",731001,2,6,NA,4,1
"1032",731001,2,20,NA,2,1
"1033",731001,2,10.3,NA,3,1
"1034",731001,4,6.9,NA,4,1
"1035",731001,2,6.3,NA,4,1
"1036",731001,2,6.2,NA,4,1
"1037",731001,2,24.9,28,2,1
"1038",731001,2,26.1,NA,2,1
"1039",731001,2,22.6,NA,2,1
"1040",731001,2,12.2,NA,4,1
"1041",731001,2,7.3,10.5,4,1
"1042",731001,2,10.7,NA,4,1
"1043",731001,2,12.8,17.5,3,1
"1044",731001,2,10.6,NA,4,1
"1045",731001,2,15.3,NA,2,1
"1046",731001,2,5.9,NA,4,1
"1047",731001,2,7.9,NA,4,1
"1048",731001,4,7,NA,4,1
"1049",731001,4,8.3,NA,4,1
"1050",731001,4,6,NA,4,1
"1051",731001,2,10.4,NA,4,1
"1052",731001,2,6.3,NA,4,1
"1053",731001,2,13.8,NA,2,1
"1054",731001,2,14.7,14,2,1
"1055",731001,2,16.2,NA,2,1
"1056",731001,4,7.1,NA,4,1
"1057",731001,4,7.2,NA,4,1
"1058",731001,4,6,NA,4,1
"1059",731001,4,5.5,NA,4,1
"1060",731001,2,15.2,NA,2,1
"1061",731001,2,11.5,NA,3,1
"1062",731001,4,9.5,NA,4,1
"1063",731001,2,28,NA,2,1
"1064",731001,2,22.2,NA,2,1
"1065",731001,2,15.2,NA,3,1
"1066",731001,2,14.6,NA,3,1
"1067",731001,2,8.3,10.75,4,1
"1068",731001,4,7.8,NA,4,1
"1069",731001,4,8.2,NA,4,1
"1070",731001,2,8.4,NA,3,1
"1071",731001,2,12,NA,3,1
"1072",731001,2,7.8,NA,4,1
"1073",731001,2,14.1,NA,3,1
"1074",731001,2,11,22.75,3,1
"1075",731001,2,16.8,NA,2,1
"1076",731001,2,6.7,NA,4,1
"1077",731001,2,10,NA,4,1
"1078",731001,2,14.4,NA,3,1
"1079",731001,2,13.8,NA,4,1
"1080",731001,2,9,NA,4,1
"1081",731001,2,20.1,NA,2,1
"1082",731001,2,8.2,NA,4,1
"1083",731001,2,6.2,NA,4,1
"1084",731001,2,22,NA,2,1
"1085",731001,2,15.3,17.25,3,1
"1086",731001,2,18,NA,3,1
"1087",731001,2,7.6,NA,4,1
"1088",731001,2,20.6,NA,2,1
"1089",731001,2,5.2,NA,4,1
"1090",731001,2,12.8,NA,3,1
"1091",731001,2,8.4,NA,4,1
"1092",731001,2,5.7,NA,4,1
"1093",731001,2,12.7,NA,4,1
"1094",731001,2,5.3,NA,4,1
"1095",731001,2,6.6,NA,4,1
"1096",731001,2,7.5,NA,4,1
"1097",731001,2,24.6,NA,2,1
