"","ID","SPECIE","DBH","HT","SS","FT"
"3227",1241002,2,14.2,NA,1,1
"3228",1241002,2,6.3,NA,4,1
"3229",1241002,2,8.7,NA,3,1
"3230",1241002,2,9.2,NA,2,1
"3231",1241002,2,11.2,16.5,2,1
"3232",1241002,2,12.9,19.5,2,1
"3233",1241002,2,6.2,NA,4,1
"3234",1241002,2,6.6,NA,4,1
"3235",1241002,2,20.6,23,1,1
"3236",1241002,2,8.6,12,3,1
"3237",1241002,2,8.4,NA,3,1
"3238",1241002,2,5.5,NA,4,1
"3239",1241002,2,16,NA,1,1
"3240",1241002,2,12,16.5,2,1
"3241",1241002,2,5.2,NA,4,1
"3242",1241002,2,6.3,NA,4,1
"3243",1241002,2,6.4,NA,4,1
"3244",1241002,2,6.9,NA,4,1
"3245",1241002,2,11,NA,3,1
"3246",1241002,2,16.5,NA,1,1
"3247",1241002,2,24.8,21.5,1,1
"3248",1241002,2,5,NA,4,1
"3249",1241002,2,5.2,NA,4,1
"3250",1241002,2,13.5,NA,2,1
"3251",1241002,2,6.8,12.3,3,1
"3252",1241002,2,7.2,NA,3,1
"3253",1241002,2,6.2,NA,3,1
"3254",1241002,4,6.3,NA,4,1
"3255",1241002,4,6.7,NA,4,1
"3256",1241002,2,5.8,NA,3,1
"3257",1241002,2,6.9,NA,3,1
"3258",1241002,2,6.9,NA,3,1
"3259",1241002,2,8.3,12.3,3,1
"3260",1241002,2,17.6,NA,1,1
"3261",1241002,2,9.1,NA,3,1
"3262",1241002,2,5.6,NA,4,1
"3263",1241002,2,6.4,NA,3,1
"3264",1241002,2,12.8,NA,1,1
"3265",1241002,2,8.7,NA,2,1
"3266",1241002,2,15,NA,1,1
"3267",1241002,2,5.9,NA,3,1
"3268",1241002,2,9,NA,2,1
"3269",1241002,2,6.6,NA,3,1
"3270",1241002,2,15.4,NA,1,1
"3271",1241002,2,6.7,13.8,3,1
"3272",1241002,4,5.3,NA,4,1
"3273",1241002,4,5.2,NA,4,1
"3274",1241002,4,6.5,NA,4,1
"3275",1241002,2,5.6,NA,4,1
"3276",1241002,2,8.2,11,3,1
"3277",1241002,2,11.5,NA,2,1
"3278",1241002,2,11.1,NA,2,1
"3279",1241002,2,8.9,NA,3,1
"3280",1241002,2,16.1,20.5,1,1
"3281",1241002,2,6,NA,3,1
"3282",1241002,2,7.6,NA,3,1
"3283",1241002,2,19.5,19,1,1
"3284",1241002,2,11.9,NA,2,1
"3285",1241002,2,14.7,NA,1,1
"3286",1241002,2,9,NA,3,1
"3287",1241002,2,12.1,NA,1,1
"3288",1241002,4,8.7,NA,4,1
"3289",1241002,2,6.2,NA,2,1
"3290",1241002,4,5.1,NA,4,1
"3291",1241002,2,6,NA,3,1
"3292",1241002,2,11,NA,2,1
"3293",1241002,4,7.5,NA,4,1
"3294",1241002,2,6.9,NA,4,1
"3295",1241002,2,6.7,NA,3,1
"3296",1241002,2,14.7,NA,2,1
"3297",1241002,2,6.1,NA,3,1
"3298",1241002,2,6.5,NA,3,1
"3299",1241002,4,9.3,NA,3,1
"3300",1241002,2,5.6,NA,4,1
"3301",1241002,2,6,NA,3,1
"3302",1241002,2,7.4,NA,2,1
"3303",1241002,2,13.5,NA,1,1
"3304",1241002,2,10.1,NA,1,1
"3305",1241002,2,17.8,NA,1,1
"3306",1241002,2,5.4,NA,4,1
"3307",1241002,2,8.5,NA,2,1
"3308",1241002,2,9.8,NA,2,1
"3309",1241002,2,8.2,NA,2,1
"3310",1241002,2,9.9,NA,2,1
"3311",1241002,4,5.3,NA,4,1
"3312",1241002,2,5.2,NA,4,1
"3313",1241002,4,5.1,NA,4,1
"3314",1241002,2,5.2,NA,4,1
"3315",1241002,4,5.3,NA,4,1
