"","ID","SPECIE","DBH","HT","SS","FT"
"3563",1171003,2,14.8,21.5,NA,1
"3564",1171003,2,32.4,28.5,NA,1
"3565",1171003,2,20.8,27.4,NA,1
"3566",1171003,4,6.9,NA,NA,1
"3567",1171003,2,12.1,11.8,NA,1
"3568",1171003,2,23.8,26.7,NA,1
"3569",1171003,2,14.8,19.4,NA,1
"3570",1171003,2,20.1,NA,NA,1
"3571",1171003,2,25.6,NA,NA,1
"3572",1171003,2,21.5,26.5,NA,1
"3573",1171003,2,27.3,NA,NA,1
"3574",1171003,2,18.2,NA,NA,1
"3575",1171003,2,NA,NA,NA,1
"3576",1171003,4,NA,NA,NA,1
"3577",1171003,4,NA,NA,NA,1
"3578",1171003,2,28.1,NA,NA,1
"3579",1171003,2,23.4,22.6,NA,1
"3580",1171003,2,33.1,30.2,NA,1
"3581",1171003,4,NA,NA,NA,1
"3582",1171003,4,NA,NA,NA,1
"3583",1171003,2,NA,NA,NA,1
"3584",1171003,2,9.4,NA,NA,1
"3585",1171003,4,10.2,NA,NA,1
"3586",1171003,2,22.3,NA,NA,1
"3587",1171003,2,15.7,19.6,NA,1
"3588",1171003,4,15.7,NA,NA,1
"3589",1171003,2,11.9,NA,NA,1
"3590",1171003,2,21.9,NA,NA,1
"3591",1171003,2,31.6,28.3,NA,1
"3592",1171003,2,30.8,NA,NA,1
"3593",1171003,2,NA,NA,NA,1
"3594",1171003,4,NA,NA,NA,1
"3595",1171003,2,11.9,NA,NA,1
"3596",1171003,2,14.2,NA,NA,1
"3597",1171003,2,NA,NA,NA,1
"3598",1171003,2,NA,NA,NA,1
"3599",1171003,2,35.1,31.5,NA,1
"3600",1171003,2,NA,NA,NA,1
"3601",1171003,2,21.4,NA,NA,1
"3602",1171003,2,NA,NA,NA,1
"3603",1171003,2,34.5,33.8,NA,1
"3604",1171003,2,NA,NA,NA,1
"3605",1171003,2,NA,NA,NA,1
"3606",1171003,2,NA,NA,NA,1
"3607",1171003,2,16.2,NA,NA,1
"3608",1171003,2,17.6,NA,NA,1
"3609",1171003,2,14.9,NA,NA,1
"3610",1171003,2,27.1,NA,NA,1
"3611",1171003,2,25.6,NA,NA,1
"3612",1171003,4,18.4,20.8,NA,1
"3613",1171003,4,17.3,NA,NA,1
"3614",1171003,4,17.2,NA,NA,1
"3615",1171003,4,18.9,NA,NA,1
"3616",1171003,4,10.5,NA,NA,1
"3617",1171003,4,10.1,NA,NA,1
"3618",1171003,4,7.5,NA,NA,1
"3619",1171003,2,14.6,NA,NA,1
"3620",1171003,2,NA,NA,NA,1
"3621",1171003,2,NA,NA,NA,1
"3622",1171003,2,12.6,NA,NA,1
"3623",1171003,2,13.5,NA,NA,1
"3624",1171003,2,21.2,NA,NA,1
"3625",1171003,2,NA,NA,NA,1
"3626",1171003,4,16.8,NA,NA,1
"3627",1171003,4,13.2,NA,NA,1
"3628",1171003,2,15.4,NA,NA,1
"3629",1171003,2,NA,NA,NA,1
"3630",1171003,2,18.6,NA,NA,1
"3631",1171003,2,21.7,NA,NA,1
"3632",1171003,2,NA,NA,NA,1
"3633",1171003,4,20.4,NA,NA,1
"3634",1171003,2,15.8,NA,NA,1
"3635",1171003,2,23.4,NA,NA,1
"3636",1171003,2,22.3,NA,NA,1
"3637",1171003,4,26.2,20.7,NA,1
"3638",1171003,4,16.9,NA,NA,1
"3639",1171003,4,NA,NA,NA,1
"3640",1171003,4,9.2,NA,NA,1
"3641",1171003,4,17.6,NA,NA,1
"3642",1171003,4,NA,NA,NA,1
"3643",1171003,4,26.8,NA,NA,1
"3644",1171003,4,NA,NA,NA,1
"3645",1171003,4,18.4,NA,NA,1
"3646",1171003,4,13.3,NA,NA,1
"3647",1171003,2,23,NA,NA,1
"3648",1171003,4,17.5,19.2,NA,1
"3649",1171003,2,23,NA,NA,1
"3650",1171003,2,NA,NA,NA,1
"3651",1171003,2,17,NA,NA,1
"3652",1171003,2,15.2,NA,NA,1
"3653",1171003,2,23.7,NA,NA,1
"3654",1171003,2,24.8,NA,NA,1
"3655",1171003,2,15.2,NA,NA,1
"3656",1171003,4,11.6,NA,NA,1
"3657",1171003,4,15.7,NA,NA,1
"3658",1171003,4,7.8,NA,NA,1
"3659",1171003,4,6.1,NA,NA,1
"3660",1171003,4,11.2,NA,NA,1
"3661",1171003,4,11.8,NA,NA,1
"3662",1171003,4,28.7,NA,NA,1
"3663",1171003,4,38.4,29.5,NA,1
"3664",1171003,2,12.9,NA,NA,1
"3665",1171003,2,12.5,NA,NA,1
"3666",1171003,4,8.1,NA,NA,1
"3667",1171003,4,6.7,NA,NA,1
"3668",1171003,4,8.1,NA,NA,1
"3669",1171003,4,7,NA,NA,1
